state,date,division,inflation_yoy,inflation_mom
Negeri Sembilan,2011-11-01,02,0.1,-0.1
Negeri Sembilan,2011-12-01,02,0.1,0.0
Negeri Sembilan,2012-01-01,02,0.1,-0.1
Negeri Sembilan,2012-02-01,02,-0.1,0.0
Negeri Sembilan,2012-03-01,02,-0.2,-0.1
Negeri Sembilan,2012-04-01,02,-0.4,-0.2
Negeri Sembilan,2012-05-01,02,-0.4,0.0
Negeri Sembilan,2012-06-01,02,-0.4,0.0
Negeri Sembilan,2012-07-01,02,-0.3,0.1
Negeri Sembilan,2012-08-01,02,-0.2,0.1
Negeri Sembilan,2012-09-01,02,-0.3,0.0
Negeri Sembilan,2012-10-01,02,-0.2,0.1
Negeri Sembilan,2012-11-01,02,1.5,1.6
Negeri Sembilan,2012-12-01,02,1.5,0.0
Negeri Sembilan,2013-01-01,02,2.0,0.4
Negeri Sembilan,2013-02-01,02,2.0,0.0
Negeri Sembilan,2013-03-01,02,2.0,-0.1
Negeri Sembilan,2013-04-01,02,2.1,-0.1
Negeri Sembilan,2013-05-01,02,2.0,-0.1
Negeri Sembilan,2013-06-01,02,4.4,2.3
Negeri Sembilan,2013-07-01,02,4.2,-0.1
Negeri Sembilan,2013-08-01,02,4.0,-0.1
Negeri Sembilan,2013-09-01,02,4.7,0.6
Negeri Sembilan,2013-10-01,02,16.2,11.1
Negeri Sembilan,2013-11-01,02,14.5,0.1
Negeri Sembilan,2013-12-01,02,14.4,-0.1
Negeri Sembilan,2014-01-01,02,14.0,0.0
Negeri Sembilan,2014-02-01,02,14.0,0.0
Negeri Sembilan,2014-03-01,02,14.1,0.0
Negeri Sembilan,2014-04-01,02,14.2,0.0
Negeri Sembilan,2014-05-01,02,14.5,0.2
Negeri Sembilan,2014-06-01,02,11.8,0.0
Negeri Sembilan,2014-07-01,02,11.9,0.0
Negeri Sembilan,2014-08-01,02,12.3,0.2
Negeri Sembilan,2014-09-01,02,15.3,3.3
Negeri Sembilan,2014-10-01,02,0.5,-3.1
Negeri Sembilan,2014-11-01,02,11.0,10.5
Negeri Sembilan,2014-12-01,02,11.2,0.1
Negeri Sembilan,2015-01-01,02,11.3,0.1
Negeri Sembilan,2015-02-01,02,11.2,-0.1
Negeri Sembilan,2015-03-01,02,11.3,0.1
Negeri Sembilan,2015-04-01,02,13.9,2.4
Negeri Sembilan,2015-05-01,02,11.9,-1.6
Negeri Sembilan,2015-06-01,02,12.0,0.1
Negeri Sembilan,2015-07-01,02,13.9,1.7
Negeri Sembilan,2015-08-01,02,13.7,0.1
Negeri Sembilan,2015-09-01,02,10.1,0.0
Negeri Sembilan,2015-10-01,02,13.4,-0.1
Negeri Sembilan,2015-11-01,02,20.6,17.5
Negeri Sembilan,2015-12-01,02,22.6,1.8
Negeri Sembilan,2016-01-01,02,22.4,-0.1
Negeri Sembilan,2016-02-01,02,22.5,0.1
Negeri Sembilan,2016-03-01,02,22.5,0.0
Negeri Sembilan,2016-04-01,02,19.6,0.0
Negeri Sembilan,2016-05-01,02,21.6,0.1
Negeri Sembilan,2016-06-01,02,21.5,-0.1
Negeri Sembilan,2016-07-01,02,19.4,-0.1
Negeri Sembilan,2016-08-01,02,19.3,0.0
Negeri Sembilan,2016-09-01,02,19.3,0.0
Negeri Sembilan,2016-10-01,02,19.6,0.1
Negeri Sembilan,2016-11-01,02,1.8,0.0
Negeri Sembilan,2016-12-01,02,0.0,0.0
Negeri Sembilan,2017-01-01,02,0.1,-0.1
Negeri Sembilan,2017-02-01,02,0.0,0.0
Negeri Sembilan,2017-03-01,02,0.1,0.1
Negeri Sembilan,2017-04-01,02,0.0,-0.1
Negeri Sembilan,2017-05-01,02,0.0,0.1
Negeri Sembilan,2017-06-01,02,0.1,0.1
Negeri Sembilan,2017-07-01,02,0.1,-0.1
Negeri Sembilan,2017-08-01,02,0.1,0.0
Negeri Sembilan,2017-09-01,02,0.1,0.0
Negeri Sembilan,2017-10-01,02,0.0,0.0
Negeri Sembilan,2017-11-01,02,0.0,0.0
Negeri Sembilan,2017-12-01,02,0.0,0.0
Negeri Sembilan,2018-01-01,02,0.1,0.0
Negeri Sembilan,2018-02-01,02,0.1,0.0
Negeri Sembilan,2018-03-01,02,0.0,0.0
Negeri Sembilan,2018-04-01,02,0.1,0.0
Negeri Sembilan,2018-05-01,02,-0.1,-0.1
Negeri Sembilan,2018-06-01,02,-0.1,0.1
Negeri Sembilan,2018-07-01,02,-0.1,-0.1
Negeri Sembilan,2018-08-01,02,0.0,0.1
Negeri Sembilan,2018-09-01,02,-0.1,-0.1
Negeri Sembilan,2018-10-01,02,0.2,0.2
Negeri Sembilan,2018-11-01,02,2.3,2.1
Negeri Sembilan,2018-12-01,02,2.5,0.2
Negeri Sembilan,2019-01-01,02,2.4,-0.1
Negeri Sembilan,2019-02-01,02,2.4,0.0
Negeri Sembilan,2019-03-01,02,2.4,0.0
Negeri Sembilan,2019-04-01,02,2.5,0.1
Negeri Sembilan,2019-05-01,02,2.7,0.1
Negeri Sembilan,2019-06-01,02,2.6,0.0
Negeri Sembilan,2019-07-01,02,3.0,0.2
Negeri Sembilan,2019-08-01,02,2.8,0.0
Negeri Sembilan,2019-09-01,02,2.8,-0.1
Negeri Sembilan,2019-10-01,02,2.6,0.1
Negeri Sembilan,2019-11-01,02,0.6,0.1
Negeri Sembilan,2019-12-01,02,0.2,-0.2
Negeri Sembilan,2020-01-01,02,0.2,-0.1
Negeri Sembilan,2020-02-01,02,0.3,0.1
Negeri Sembilan,2020-03-01,02,0.1,-0.2
Negeri Sembilan,2020-04-01,02,0.0,0.0
Negeri Sembilan,2020-05-01,02,-0.1,0.0
Negeri Sembilan,2020-06-01,02,0.1,0.2
Negeri Sembilan,2020-07-01,02,-0.1,0.0
Negeri Sembilan,2020-08-01,02,-0.2,-0.1
Negeri Sembilan,2020-09-01,02,-0.1,0.0
Negeri Sembilan,2020-10-01,02,-0.2,0.0
Negeri Sembilan,2020-11-01,02,-0.2,0.1
Negeri Sembilan,2020-12-01,02,0.1,0.1
Negeri Sembilan,2021-01-01,02,0.2,0.0
Negeri Sembilan,2021-02-01,02,0.1,0.0
Negeri Sembilan,2021-03-01,02,0.2,0.0
Negeri Sembilan,2021-04-01,02,0.2,0.0
Negeri Sembilan,2021-05-01,02,0.3,0.1
Negeri Sembilan,2021-06-01,02,0.1,0.0
Negeri Sembilan,2021-07-01,02,0.1,0.0
Negeri Sembilan,2021-08-01,02,0.2,0.0
Negeri Sembilan,2021-09-01,02,0.2,0.0
Negeri Sembilan,2021-10-01,02,0.2,0.1
Negeri Sembilan,2021-11-01,02,0.2,0.1
Negeri Sembilan,2021-12-01,02,0.2,0.1
Negeri Sembilan,2022-01-01,02,0.2,0.0
Negeri Sembilan,2022-02-01,02,0.2,0.0
Negeri Sembilan,2022-03-01,02,0.2,-0.1
Negeri Sembilan,2022-04-01,02,0.2,0.0
Negeri Sembilan,2022-05-01,02,0.2,0.1
Negeri Sembilan,2022-06-01,02,0.2,0.0
Negeri Sembilan,2022-07-01,02,0.2,0.1
Negeri Sembilan,2022-08-01,02,0.2,0.0
Negeri Sembilan,2022-09-01,02,0.4,0.1
Negeri Sembilan,2022-10-01,02,0.4,0.1
Negeri Sembilan,2022-11-01,02,0.4,0.1
Negeri Sembilan,2022-12-01,02,0.2,-0.1
Negeri Sembilan,2023-01-01,02,0.4,0.2
Negeri Sembilan,2023-02-01,02,0.4,-0.1
Negeri Sembilan,2023-03-01,02,0.4,0.0
Negeri Sembilan,2023-04-01,02,0.4,0.0
Negeri Sembilan,2023-05-01,02,0.3,-0.1
Negeri Sembilan,2023-06-01,02,0.3,0.0
Negeri Sembilan,2023-07-01,02,0.2,0.0
Negeri Sembilan,2023-08-01,02,0.5,0.3
Negeri Sembilan,2023-09-01,02,0.8,0.3
Negeri Sembilan,2023-10-01,02,0.6,-0.1
Negeri Sembilan,2023-11-01,02,0.5,0.0
Negeri Sembilan,2023-12-01,02,0.7,0.1
Negeri Sembilan,2024-01-01,02,0.5,0.0
Negeri Sembilan,2024-02-01,02,0.6,0.0
Negeri Sembilan,2024-03-01,02,0.5,-0.1
Negeri Sembilan,2024-04-01,02,0.5,0.1
Negeri Sembilan,2024-05-01,02,0.8,0.2
Negeri Sembilan,2024-06-01,02,0.8,-0.1
Negeri Sembilan,2024-07-01,02,0.8,0.0
Negeri Sembilan,2024-08-01,02,0.6,0.2
Negeri Sembilan,2024-09-01,02,0.5,0.2
Negeri Sembilan,2024-10-01,02,0.5,0.0
Negeri Sembilan,2024-11-01,02,0.6,0.1
Negeri Sembilan,2024-12-01,02,0.5,0.0
Negeri Sembilan,2025-01-01,02,0.5,0.0
Negeri Sembilan,2025-02-01,02,0.5,0.0
Negeri Sembilan,2025-03-01,02,0.8,0.1
Negeri Sembilan,2025-04-01,02,0.6,-0.1
Negeri Sembilan,2025-05-01,02,0.6,0.3
Negeri Sembilan,2025-06-01,02,1.1,0.4
Negeri Sembilan,2025-07-01,02,1.2,0.1
Negeri Sembilan,2025-08-01,02,1.1,0.1
Pahang,2010-02-01,02,,0.0
Pahang,2010-03-01,02,,-0.1
Pahang,2010-04-01,02,,0.0
Pahang,2010-05-01,02,,0.1
Pahang,2010-06-01,02,,0.0
Pahang,2010-07-01,02,,0.1
Pahang,2010-08-01,02,,0.0
Pahang,2010-09-01,02,,0.0
Pahang,2010-10-01,02,,6.7
Pahang,2010-11-01,02,,0.0
Pahang,2010-12-01,02,,0.1
Pahang,2011-01-01,02,6.9,0.0
Pahang,2011-02-01,02,6.8,-0.1
Pahang,2011-03-01,02,6.9,0.0
Pahang,2011-04-01,02,7.0,0.1
Pahang,2011-05-01,02,6.9,0.0
Pahang,2011-06-01,02,7.0,0.1
Pahang,2011-07-01,02,6.9,0.0
Pahang,2011-08-01,02,7.0,0.1
Pahang,2011-09-01,02,6.9,-0.1
Pahang,2011-10-01,02,0.3,0.1
Pahang,2011-11-01,02,0.3,0.0
Pahang,2011-12-01,02,0.2,0.0
Pahang,2012-01-01,02,0.2,0.0
Pahang,2012-02-01,02,0.3,0.0
Pahang,2012-03-01,02,0.4,0.1
Pahang,2012-04-01,02,0.1,-0.2
Pahang,2012-05-01,02,0.2,0.1
Pahang,2012-06-01,02,0.1,0.0
Pahang,2012-07-01,02,0.2,0.1
Pahang,2012-08-01,02,0.1,0.0
Pahang,2012-09-01,02,0.2,0.0
Pahang,2012-10-01,02,0.1,0.0
Pahang,2012-11-01,02,2.0,1.9
Pahang,2012-12-01,02,1.9,-0.1
Pahang,2013-01-01,02,1.9,0.0
Pahang,2013-02-01,02,1.9,0.0
Pahang,2013-03-01,02,1.8,0.0
Pahang,2013-04-01,02,2.0,0.0
Pahang,2013-05-01,02,1.9,0.0
Pahang,2013-06-01,02,4.5,2.5
Pahang,2013-07-01,02,4.6,0.2
Pahang,2013-08-01,02,4.6,0.0
Pahang,2013-09-01,02,5.0,0.5
Pahang,2013-10-01,02,17.9,12.3
Pahang,2013-11-01,02,15.7,0.0
Pahang,2013-12-01,02,15.8,-0.1
Pahang,2014-01-01,02,15.8,0.0
Pahang,2014-02-01,02,15.8,0.1
Pahang,2014-03-01,02,15.8,-0.1
Pahang,2014-04-01,02,15.8,0.0
Pahang,2014-05-01,02,15.8,0.0
Pahang,2014-06-01,02,12.9,0.0
Pahang,2014-07-01,02,12.7,0.0
Pahang,2014-08-01,02,12.7,0.0
Pahang,2014-09-01,02,16.2,3.5
Pahang,2014-10-01,02,-0.1,-3.4
Pahang,2014-11-01,02,11.2,11.3
Pahang,2014-12-01,02,11.4,0.1
Pahang,2015-01-01,02,11.4,0.0
Pahang,2015-02-01,02,11.3,0.0
Pahang,2015-03-01,02,11.4,0.1
Pahang,2015-04-01,02,13.8,2.1
Pahang,2015-05-01,02,11.7,-1.8
Pahang,2015-06-01,02,11.8,0.1
Pahang,2015-07-01,02,14.0,1.9
Pahang,2015-08-01,02,14.0,0.0
Pahang,2015-09-01,02,10.1,0.0
Pahang,2015-10-01,02,14.0,0.0
Pahang,2015-11-01,02,22.1,19.1
Pahang,2015-12-01,02,24.2,1.8
Pahang,2016-01-01,02,24.2,0.0
Pahang,2016-02-01,02,24.2,0.0
Pahang,2016-03-01,02,24.1,0.0
Pahang,2016-04-01,02,21.5,0.0
Pahang,2016-05-01,02,23.8,0.0
Pahang,2016-06-01,02,23.6,0.0
Pahang,2016-07-01,02,21.3,0.0
Pahang,2016-08-01,02,21.3,0.1
Pahang,2016-09-01,02,21.3,0.0
Pahang,2016-10-01,02,21.3,-0.1
Pahang,2016-11-01,02,1.8,0.0
Pahang,2016-12-01,02,0.0,0.0
Pahang,2017-01-01,02,0.0,0.0
Pahang,2017-02-01,02,0.0,0.0
Pahang,2017-03-01,02,0.1,0.1
Pahang,2017-04-01,02,0.1,0.0
Pahang,2017-05-01,02,0.0,-0.1
Pahang,2017-06-01,02,0.0,0.0
Pahang,2017-07-01,02,0.0,0.0
Pahang,2017-08-01,02,-0.1,0.0
Pahang,2017-09-01,02,0.0,0.1
Pahang,2017-10-01,02,0.0,-0.1
Pahang,2017-11-01,02,0.1,0.1
Pahang,2017-12-01,02,-0.1,-0.1
Pahang,2018-01-01,02,-0.1,0.0
Pahang,2018-02-01,02,-0.1,0.0
Pahang,2018-03-01,02,-0.1,0.0
Pahang,2018-04-01,02,-0.1,0.1
Pahang,2018-05-01,02,0.0,0.0
Pahang,2018-06-01,02,-0.2,-0.2
Pahang,2018-07-01,02,-0.2,-0.1
Pahang,2018-08-01,02,-0.2,0.0
Pahang,2018-09-01,02,-0.3,-0.1
Pahang,2018-10-01,02,-0.2,0.1
Pahang,2018-11-01,02,2.0,2.2
Pahang,2018-12-01,02,2.2,0.1
Pahang,2019-01-01,02,2.2,0.0
Pahang,2019-02-01,02,2.3,0.1
Pahang,2019-03-01,02,2.3,0.0
Pahang,2019-04-01,02,2.2,0.0
Pahang,2019-05-01,02,2.3,0.1
Pahang,2019-06-01,02,2.5,0.0
Pahang,2019-07-01,02,2.6,0.1
Pahang,2019-08-01,02,2.6,0.1
Pahang,2019-09-01,02,2.7,0.0
Pahang,2019-10-01,02,2.6,0.0
Pahang,2019-11-01,02,0.3,0.0
Pahang,2019-12-01,02,0.3,0.1
Pahang,2020-01-01,02,0.2,-0.1
Pahang,2020-02-01,02,0.2,0.0
Pahang,2020-03-01,02,0.2,0.0
Pahang,2020-04-01,02,0.2,0.0
Pahang,2020-05-01,02,0.1,0.0
Pahang,2020-06-01,02,0.2,0.1
Pahang,2020-07-01,02,0.4,0.2
Pahang,2020-08-01,02,0.3,-0.1
Pahang,2020-09-01,02,0.3,0.0
Pahang,2020-10-01,02,0.3,0.1
Pahang,2020-11-01,02,0.3,0.0
Pahang,2020-12-01,02,0.3,0.0
Pahang,2021-01-01,02,0.3,0.0
Pahang,2021-02-01,02,0.4,0.1
Pahang,2021-03-01,02,0.3,-0.1
Pahang,2021-04-01,02,0.4,0.1
Pahang,2021-05-01,02,0.4,0.0
Pahang,2021-06-01,02,0.3,0.1
Pahang,2021-07-01,02,0.1,0.0
Pahang,2021-08-01,02,0.2,0.1
Pahang,2021-09-01,02,0.2,0.0
Pahang,2021-10-01,02,0.2,0.1
Pahang,2021-11-01,02,0.2,-0.1
Pahang,2021-12-01,02,0.2,0.1
Pahang,2022-01-01,02,0.3,0.1
Pahang,2022-02-01,02,0.2,0.0
Pahang,2022-03-01,02,0.3,0.1
Pahang,2022-04-01,02,0.3,0.0
Pahang,2022-05-01,02,0.3,0.0
Pahang,2022-06-01,02,0.2,0.0
Pahang,2022-07-01,02,0.2,0.0
Pahang,2022-08-01,02,0.2,0.0
Pahang,2022-09-01,02,0.2,0.1
Pahang,2022-10-01,02,0.2,0.1
Pahang,2022-11-01,02,0.3,0.0
Pahang,2022-12-01,02,0.3,0.1
Pahang,2023-01-01,02,0.2,-0.1
Pahang,2023-02-01,02,0.2,0.0
Pahang,2023-03-01,02,0.2,0.1
Pahang,2023-04-01,02,0.2,0.1
Pahang,2023-05-01,02,0.2,0.0
Pahang,2023-06-01,02,0.3,0.1
Pahang,2023-07-01,02,0.3,0.0
Pahang,2023-08-01,02,0.3,0.0
Pahang,2023-09-01,02,0.6,0.4
Pahang,2023-10-01,02,0.6,0.0
Pahang,2023-11-01,02,0.6,0.0
Pahang,2023-12-01,02,0.5,0.0
Pahang,2024-01-01,02,0.6,0.0
Pahang,2024-02-01,02,0.5,-0.1
Pahang,2024-03-01,02,0.4,-0.1
Pahang,2024-04-01,02,0.3,0.0
Pahang,2024-05-01,02,0.3,0.0
Pahang,2024-06-01,02,0.3,0.0
Pahang,2024-07-01,02,0.3,0.0
Pahang,2024-08-01,02,0.3,0.1
Pahang,2024-09-01,02,-0.1,0.0
Pahang,2024-10-01,02,-0.1,0.0
Pahang,2024-11-01,02,0.0,0.1
Pahang,2024-12-01,02,0.1,0.1
Pahang,2025-01-01,02,0.2,0.1
Pahang,2025-02-01,02,0.3,0.1
Pahang,2025-03-01,02,0.3,0.0
Pahang,2025-04-01,02,0.3,0.0
Pahang,2025-05-01,02,0.3,0.0
Pahang,2025-06-01,02,0.3,0.0
Pahang,2025-07-01,02,0.3,0.0
Pahang,2025-08-01,02,0.3,0.0
Perak,2010-02-01,02,,-0.1
Perak,2010-03-01,02,,0.0
Perak,2010-04-01,02,,0.1
Perak,2010-05-01,02,,0.0
Perak,2010-06-01,02,,0.3
Perak,2010-07-01,02,,0.1
Perak,2010-08-01,02,,0.0
Perak,2010-09-01,02,,0.1
Perak,2010-10-01,02,,5.9
Perak,2010-11-01,02,,0.0
Perak,2010-12-01,02,,0.0
Perak,2011-01-01,02,6.3,-0.1
Perak,2011-02-01,02,6.3,-0.1
Perak,2011-03-01,02,6.3,0.0
Perak,2011-04-01,02,6.2,0.0
Perak,2011-05-01,02,6.2,0.0
Perak,2011-06-01,02,6.0,0.1
Perak,2011-07-01,02,5.9,0.0
Perak,2011-08-01,02,6.0,0.1
Perak,2011-09-01,02,5.9,0.0
Perak,2011-10-01,02,0.0,0.0
Perak,2011-11-01,02,0.0,0.0
Perak,2011-12-01,02,0.0,0.0
Perak,2012-01-01,02,0.1,0.0
Perak,2012-02-01,02,0.2,0.0
Perak,2012-03-01,02,0.3,0.1
Perak,2012-04-01,02,0.3,0.0
Perak,2012-05-01,02,0.4,0.1
Perak,2012-06-01,02,0.5,0.2
Perak,2012-07-01,02,0.6,0.1
Perak,2012-08-01,02,0.5,0.0
Perak,2012-09-01,02,0.6,0.1
Perak,2012-10-01,02,0.6,0.0
Perak,2012-11-01,02,2.0,1.4
Perak,2012-12-01,02,2.1,0.1
Perak,2013-01-01,02,2.1,0.0
Perak,2013-02-01,02,2.1,0.0
Perak,2013-03-01,02,2.0,0.0
Perak,2013-04-01,02,2.0,0.0
Perak,2013-05-01,02,1.8,-0.1
Perak,2013-06-01,02,3.8,2.2
Perak,2013-07-01,02,3.6,-0.1
Perak,2013-08-01,02,3.7,0.1
Perak,2013-09-01,02,4.1,0.5
Perak,2013-10-01,02,15.1,10.6
Perak,2013-11-01,02,13.5,0.0
Perak,2013-12-01,02,13.5,0.1
Perak,2014-01-01,02,13.5,0.0
Perak,2014-02-01,02,13.5,0.0
Perak,2014-03-01,02,13.6,0.1
Perak,2014-04-01,02,13.6,0.0
Perak,2014-05-01,02,13.6,-0.1
Perak,2014-06-01,02,11.2,0.0
Perak,2014-07-01,02,11.4,0.1
Perak,2014-08-01,02,11.2,-0.1
Perak,2014-09-01,02,14.2,3.2
Perak,2014-10-01,02,0.2,-3.0
Perak,2014-11-01,02,10.2,9.9
Perak,2014-12-01,02,10.1,0.0
Perak,2015-01-01,02,10.1,0.1
Perak,2015-02-01,02,10.2,0.1
Perak,2015-03-01,02,10.1,0.0
Perak,2015-04-01,02,12.6,2.2
Perak,2015-05-01,02,11.1,-1.5
Perak,2015-06-01,02,11.2,0.1
Perak,2015-07-01,02,12.9,1.6
Perak,2015-08-01,02,13.0,-0.1
Perak,2015-09-01,02,9.5,0.1
Perak,2015-10-01,02,12.9,0.1
Perak,2015-11-01,02,20.1,16.8
Perak,2015-12-01,02,22.0,1.6
Perak,2016-01-01,02,22.0,0.1
Perak,2016-02-01,02,22.1,0.1
Perak,2016-03-01,02,22.0,-0.1
Perak,2016-04-01,02,19.3,0.0
Perak,2016-05-01,02,21.0,-0.1
Perak,2016-06-01,02,20.5,-0.2
Perak,2016-07-01,02,19.0,0.3
Perak,2016-08-01,02,18.8,-0.2
Perak,2016-09-01,02,18.7,0.0
Perak,2016-10-01,02,18.5,-0.1
Perak,2016-11-01,02,1.5,0.1
Perak,2016-12-01,02,-0.2,-0.1
Perak,2017-01-01,02,-0.4,-0.1
Perak,2017-02-01,02,-0.5,0.1
Perak,2017-03-01,02,-0.4,0.0
Perak,2017-04-01,02,-0.4,0.0
Perak,2017-05-01,02,-0.2,0.1
Perak,2017-06-01,02,-0.1,0.0
Perak,2017-07-01,02,-0.4,-0.1
Perak,2017-08-01,02,-0.2,0.0
Perak,2017-09-01,02,-0.1,0.1
Perak,2017-10-01,02,-0.2,-0.1
Perak,2017-11-01,02,-0.2,0.0
Perak,2017-12-01,02,-0.1,0.0
Perak,2018-01-01,02,0.0,0.0
Perak,2018-02-01,02,-0.4,-0.4
Perak,2018-03-01,02,-0.3,0.1
Perak,2018-04-01,02,-0.2,0.1
Perak,2018-05-01,02,-0.1,0.2
Perak,2018-06-01,02,-0.9,-0.8
Perak,2018-07-01,02,-1.0,-0.2
Perak,2018-08-01,02,-1.0,0.1
Perak,2018-09-01,02,-1.0,0.0
Perak,2018-10-01,02,-0.7,0.2
Perak,2018-11-01,02,1.3,2.0
Perak,2018-12-01,02,1.6,0.3
Perak,2019-01-01,02,1.7,0.1
Perak,2019-02-01,02,2.0,-0.1
Perak,2019-03-01,02,2.1,0.2
Perak,2019-04-01,02,2.1,0.1
Perak,2019-05-01,02,1.9,0.0
Perak,2019-06-01,02,2.9,0.1
Perak,2019-07-01,02,3.4,0.4
Perak,2019-08-01,02,3.2,-0.1
Perak,2019-09-01,02,3.2,0.0
Perak,2019-10-01,02,3.2,0.2
Perak,2019-11-01,02,1.3,0.1
Perak,2019-12-01,02,1.0,0.0
Perak,2020-01-01,02,0.7,-0.2
Perak,2020-02-01,02,0.9,0.1
Perak,2020-03-01,02,0.7,0.0
Perak,2020-04-01,02,0.6,0.0
Perak,2020-05-01,02,0.7,0.1
Perak,2020-06-01,02,0.6,0.1
Perak,2020-07-01,02,0.4,0.2
Perak,2020-08-01,02,0.7,0.2
Perak,2020-09-01,02,0.7,0.0
Perak,2020-10-01,02,0.5,-0.1
Perak,2020-11-01,02,0.4,0.1
Perak,2020-12-01,02,0.5,0.1
Perak,2021-01-01,02,0.8,0.1
Perak,2021-02-01,02,0.6,-0.1
Perak,2021-03-01,02,0.7,0.1
Perak,2021-04-01,02,0.5,-0.2
Perak,2021-05-01,02,0.5,0.0
Perak,2021-06-01,02,0.5,0.1
Perak,2021-07-01,02,0.5,0.1
Perak,2021-08-01,02,0.3,0.0
Perak,2021-09-01,02,0.3,0.0
Perak,2021-10-01,02,0.4,0.1
Perak,2021-11-01,02,0.4,0.1
Perak,2021-12-01,02,0.2,-0.1
Perak,2022-01-01,02,0.2,0.1
Perak,2022-02-01,02,0.3,0.0
Perak,2022-03-01,02,0.3,0.1
Perak,2022-04-01,02,0.5,0.1
Perak,2022-05-01,02,0.5,-0.1
Perak,2022-06-01,02,0.4,0.1
Perak,2022-07-01,02,0.5,0.2
Perak,2022-08-01,02,0.5,0.1
Perak,2022-09-01,02,0.5,-0.1
Perak,2022-10-01,02,0.5,0.1
Perak,2022-11-01,02,0.5,0.1
Perak,2022-12-01,02,0.5,0.0
Perak,2023-01-01,02,0.6,0.1
Perak,2023-02-01,02,0.8,0.2
Perak,2023-03-01,02,0.7,0.0
Perak,2023-04-01,02,0.7,0.1
Perak,2023-05-01,02,0.8,0.0
Perak,2023-06-01,02,0.8,0.1
Perak,2023-07-01,02,0.7,0.1
Perak,2023-08-01,02,0.7,0.1
Perak,2023-09-01,02,1.1,0.4
Perak,2023-10-01,02,1.1,0.1
Perak,2023-11-01,02,1.1,0.1
Perak,2023-12-01,02,1.0,-0.1
Perak,2024-01-01,02,0.9,0.0
Perak,2024-02-01,02,0.5,-0.1
Perak,2024-03-01,02,0.5,0.0
Perak,2024-04-01,02,0.5,0.1
Perak,2024-05-01,02,0.6,0.1
Perak,2024-06-01,02,0.6,0.1
Perak,2024-07-01,02,0.9,0.3
Perak,2024-08-01,02,0.8,0.0
Perak,2024-09-01,02,0.5,0.1
Perak,2024-10-01,02,0.5,0.0
Perak,2024-11-01,02,0.5,0.1
Perak,2024-12-01,02,0.6,0.1
Perak,2025-01-01,02,0.6,0.0
Perak,2025-02-01,02,0.8,0.1
Perak,2025-03-01,02,0.9,0.1
Perak,2025-04-01,02,0.9,0.1
Perak,2025-05-01,02,0.9,0.1
Perak,2025-06-01,02,0.8,0.0
Perak,2025-07-01,02,0.5,-0.1
Perak,2025-08-01,02,0.5,0.0
Perlis,2010-02-01,02,,0.0
Perlis,2010-03-01,02,,0.0
Perlis,2010-04-01,02,,0.0
Perlis,2010-05-01,02,,0.0
Perlis,2010-06-01,02,,0.0
Perlis,2010-07-01,02,,0.0
Perlis,2010-08-01,02,,0.0
Perlis,2010-09-01,02,,0.0
Perlis,2010-10-01,02,,7.4
Perlis,2010-11-01,02,,0.0
Perlis,2010-12-01,02,,0.0
Perlis,2011-01-01,02,7.4,0.0
Perlis,2011-02-01,02,7.4,0.0
Perlis,2011-03-01,02,7.4,0.0
Perlis,2011-04-01,02,7.4,0.0
Perlis,2011-05-01,02,7.4,0.0
Perlis,2011-06-01,02,7.4,0.0
Perlis,2011-07-01,02,7.4,0.0
Perlis,2011-08-01,02,7.4,0.0
Perlis,2011-09-01,02,7.4,0.0
Perlis,2011-10-01,02,0.0,0.0
Perlis,2011-11-01,02,0.0,0.0
Perlis,2011-12-01,02,0.0,0.0
Perlis,2012-01-01,02,0.0,0.0
Perlis,2012-02-01,02,0.0,0.0
Perlis,2012-03-01,02,0.0,0.0
Perlis,2012-04-01,02,0.0,0.0
Perlis,2012-05-01,02,0.0,0.0
Perlis,2012-06-01,02,0.0,0.0
Perlis,2012-07-01,02,0.0,0.0
Perlis,2012-08-01,02,0.0,0.0
Perlis,2012-09-01,02,0.0,0.0
Perlis,2012-10-01,02,0.0,0.0
Perlis,2012-11-01,02,2.1,2.1
Perlis,2012-12-01,02,2.1,0.0
Perlis,2013-01-01,02,2.1,0.0
Perlis,2013-02-01,02,2.1,0.0
Perlis,2013-03-01,02,2.1,0.0
Perlis,2013-04-01,02,2.1,0.0
Perlis,2013-05-01,02,2.1,0.0
Perlis,2013-06-01,02,5.0,2.9
Perlis,2013-07-01,02,5.0,0.0
Perlis,2013-08-01,02,4.9,-0.1
Perlis,2013-09-01,02,5.4,0.5
Perlis,2013-10-01,02,19.9,13.8
Perlis,2013-11-01,02,17.5,0.0
Perlis,2013-12-01,02,17.5,0.0
Perlis,2014-01-01,02,17.5,0.0
Perlis,2014-02-01,02,17.5,0.0
Perlis,2014-03-01,02,17.5,0.0
Perlis,2014-04-01,02,17.5,0.0
Perlis,2014-05-01,02,17.5,0.0
Perlis,2014-06-01,02,14.2,0.0
Perlis,2014-07-01,02,14.2,0.0
Perlis,2014-08-01,02,14.3,0.0
Perlis,2014-09-01,02,18.2,3.9
Perlis,2014-10-01,02,0.0,-3.7
Perlis,2014-11-01,02,12.5,12.5
Perlis,2014-12-01,02,12.5,0.0
Perlis,2015-01-01,02,12.5,0.0
Perlis,2015-02-01,02,12.5,0.0
Perlis,2015-03-01,02,12.5,0.0
Perlis,2015-04-01,02,14.7,2.0
